linea,estacion,afluencia_promedio,capacidad_estimada,indice_saturacion,categoria_saturacion
L-7,Barranca Del Muerto,41655.833333333336,78414,53.122954234362915,Media
LÍNEA 11,Barranca Del Muerto,27269.0,78414,34.7756778126355,Baja
LINÉA 3,Barranca Del Muerto,42986.666666666664,78414,54.82014266159953,Media
LINENA 1,Barranca Del Muerto,35952.0,78414,45.84895554365292,Baja
LA,Canal De San Juan,12306.650123558484,28194,43.649890485771735,Baja
LÍNEA A,Canal De San Juan,10478.28329571106,28194,37.16494039764156,Baja
L-A,Canal De San Juan,11108.6,28194,39.40058168404625,Baja
LINEA  6,Canal De San Juan,10751.0,28194,38.13222671490388,Baja
L7,Canal De San Juan,12543.0,28194,44.48818897637795,Baja
LIENA 5,Canal De San Juan,15833.0,28194,56.15733844080301,Media
LNIEA 4,Canal De San Juan,13399.0,28194,47.5242959494928,Baja
LINEA B2,Canal De San Juan,15870.0,28194,56.28857203660353,Media
LÍNEA 11,Canal De San Juan,11851.0,28194,42.033766049514085,Baja
L8,Constitución De 1917,85680.92309257375,170083,50.37594767999962,Media
L-8,Constitución De 1917,73055.25,170083,42.952705443812725,Baja
LÍNEA 8,Constitución De 1917,74917.38819523269,170083,44.04754631281944,Baja
LÍNEA 11,Constitución De 1917,99055.5,170083,58.23950659383947,Media
LNIEA 4,Constitución De 1917,107488.0,170083,63.197380102655764,Media
LINEA  6,Constitución De 1917,79957.5,170083,47.010871162902816,Baja
L7,Constitución De 1917,52484.0,170083,30.857875272660994,Baja
LIENA 5,Constitución De 1917,99145.0,170083,58.292127961054305,Media
LINEA B2,Constitución De 1917,65610.0,170083,38.57528383201143,Baja
LINENA 1,Constitución De 1917,55950.5,170083,32.89599783635049,Baja
L3,Copilco,36386.04809253247,142703,25.497745732418004,Baja
LÍNEA 11,Copilco,32746.0,142703,22.946959769591388,Baja
LÍNEA 3,Copilco,22044.482394366198,142703,15.447805858577743,Baja
L7,Copilco,43604.0,142703,30.555769675479844,Baja
LINENA 1,Copilco,38084.0,142703,26.687595915993356,Baja
L-3,Copilco,31633.333333333332,142703,22.1672517980234,Baja
LINEA  6,Copilco,29027.333333333332,142703,20.341081360120903,Baja
LIENA 5,Copilco,44168.5,142703,30.951346502876603,Baja
LNIEA 4,Copilco,42674.0,142703,29.904066487740273,Baja
LINEA B2,Copilco,25005.0,142703,17.522406676804273,Baja
L1,Cuauhtémoc,20203.37866727314,43056,46.92349188794394,Baja
L-1,Cuauhtémoc,23474.875,43056,54.52172751765143,Media
L7,Cuauhtémoc,23570.0,43056,54.742660720921585,Media
LÍNEA 1,Cuauhtémoc,11040.61320754717,43056,25.64244985030465,Baja
LINEA  6,Cuauhtémoc,29397.0,43056,68.27619843924192,Media
LINENA 1,Cuauhtémoc,13939.5,43056,32.37527870680045,Baja
LINÉA 3,Cuauhtémoc,21027.0,43056,48.83639910813824,Baja
LNIEA 4,Cuauhtémoc,12546.0,43056,29.138795986622075,Baja
LINEA 12,Hospital 20 De Noviembre,9959.302953156823,20822,47.830674061842394,Baja
LINEA B2,Hospital 20 De Noviembre,2857.0,20822,13.721064258956872,Baja
LÍNEA 11,Hospital 20 De Noviembre,8460.5,20822,40.63250408222073,Baja
LÍNEA 12,Hospital 20 De Noviembre,6127.296442687747,20822,29.427031229890243,Baja
LINEA  6,Hospital 20 De Noviembre,12426.0,20822,59.67726443185093,Media
LINÉA 3,Hospital 20 De Noviembre,9107.0,20822,43.73739314186918,Baja
L6,La Villa/basílica,13573.130549898167,57308,23.684530170130117,Baja
L-6,La Villa/basílica,15414.0,57308,26.89676833949885,Baja
LÍNEA 6,La Villa/basílica,8437.724454649828,57308,14.723466976076338,Baja
LINEA B2,La Villa/basílica,44216.0,57308,77.15502198645913,Media
LNIEA 4,La Villa/basílica,8715.0,57308,15.207300900397849,Baja
LINEA  6,La Villa/basílica,14818.166666666666,57308,25.85706474954049,Baja
LIENA 5,La Villa/basílica,5378.0,57308,9.384379144273051,Baja
L7,La Villa/basílica,17671.0,57308,30.83513645564319,Baja
LA,Los Reyes,18755.498025358553,39112,47.95330851237102,Baja
LÍNEA A,Los Reyes,15590.900229357798,39112,39.86219121844395,Baja
LINEA B2,Los Reyes,11764.0,39112,30.077725506238494,Baja
LÍNEA 11,Los Reyes,15043.666666666666,39112,38.463046294402396,Baja
LNIEA 4,Los Reyes,16639.5,39112,42.54320924524443,Baja
L-A,Los Reyes,15651.8,39112,40.01789732051544,Baja
L7,Los Reyes,20160.333333333332,39112,51.54513533783322,Media
LINEA  6,Los Reyes,17937.5,39112,45.86188382082225,Baja
LIENA 5,Los Reyes,12395.0,39112,31.691041112701985,Baja
LINENA 1,Los Reyes,13149.0,39112,33.61883820822254,Baja
L6,Martín Carrera,27487.02914204198,70070,39.2279565320993,Baja
L-6,Martín Carrera,30631.4,70070,43.715427429713145,Baja
L4,Martín Carrera,20637.82886723508,70070,29.453159507970717,Baja
LÍNEA 11,Martín Carrera,18058.6,70070,25.77222777222777,Baja
L-4,Martín Carrera,22182.125,70070,31.65709290709291,Baja
LÍNEA 6,Martín Carrera,19069.571756601606,70070,27.215030336237483,Baja
LIENA 5,Martín Carrera,26815.333333333332,70070,38.26934969792112,Baja
LÍNEA 4,Martín Carrera,14708.37816091954,70070,20.990977823490137,Baja
L7,Martín Carrera,26330.0,70070,37.576709005280435,Baja
LINEA B2,Martín Carrera,15413.0,70070,21.99657485371771,Baja
LINEA  6,Martín Carrera,24163.0,70070,34.48408734123019,Baja
LNIEA 4,Martín Carrera,21222.5,70070,30.287569573283857,Baja
LINENA 1,Martín Carrera,32951.0,70070,47.025831311545595,Baja
LINÉA 3,Martín Carrera,19224.0,70070,27.435421721136006,Baja
L9,Mixiuhca,19379.786048403497,49009,39.5433207133455,Baja
LINEA  6,Mixiuhca,18265.0,49009,37.26866493909282,Baja
LÍNEA 9,Mixiuhca,16221.203619909502,49009,33.0984178822451,Baja
LINEA B2,Mixiuhca,15656.5,49009,31.946173151870067,Baja
L-9,Mixiuhca,22029.166666666668,49009,44.94922701272556,Baja
L7,Mixiuhca,17903.0,49009,36.530025097431086,Baja
LINENA 1,Mixiuhca,20647.0,49009,42.1289967148891,Baja
LNIEA 4,Mixiuhca,23923.0,49009,48.81348323777265,Baja
LINÉA 3,Mixiuhca,21993.0,49009,44.875431043277764,Baja
LIENA 5,Mixiuhca,5480.0,49009,11.181619702503621,Baja
LÍNEA 11,Mixiuhca,12440.0,49009,25.383092901303844,Baja
L1,Moctezuma,24071.33389261745,62602,38.45138157346003,Baja
L-1,Moctezuma,25051.625,62602,40.01729177981534,Baja
LÍNEA 1,Moctezuma,14415.040366972476,62602,23.026485363043474,Baja
LÍNEA 11,Moctezuma,26424.666666666668,62602,42.21057900173584,Baja
LNIEA 4,Moctezuma,18689.333333333332,62602,29.854211260556102,Baja
L7,Moctezuma,21783.5,62602,34.79681160346315,Baja
LINEA  6,Moctezuma,24618.5,62602,39.32542091306987,Baja
LINÉA 3,Moctezuma,20943.0,62602,33.45420274112648,Baja
LIENA 5,Moctezuma,18133.0,62602,28.965528257883133,Baja
LINEA B2,Moctezuma,10566.0,62602,16.878055014216798,Baja
LINENA 1,Moctezuma,28449.0,62602,45.44423500846618,Baja
LINEA 12,Nopalera,18090.188135037693,38119,47.457142461863356,Baja
LÍNEA 11,Nopalera,19486.333333333332,38119,51.119739062759606,Media
LINENA 1,Nopalera,16226.5,38119,42.5680107033238,Baja
LINEA B2,Nopalera,23980.0,38119,62.90826097221858,Media
LINÉA 3,Nopalera,27536.0,38119,72.2369422072982,Media
LÍNEA 12,Nopalera,13161.48717948718,38119,34.52736740073764,Baja
LIENA 5,Nopalera,20348.0,38119,53.38020409769406,Media
LB,Olímpica,17417.155190133606,31664,55.00617480461598,Media
LÍNEA B,Olímpica,12961.909714285714,31664,40.93579369089728,Baja
LINENA 1,Olímpica,13209.333333333334,31664,41.71719723766212,Baja
L-B,Olímpica,17872.6,31664,56.44454269833249,Media
LNIEA 4,Olímpica,16775.0,31664,52.978145528044465,Media
LINÉA 3,Olímpica,21111.0,31664,66.67193026781203,Media
LINEA B2,Olímpica,11094.0,31664,35.036634663971704,Baja
LIENA 5,Olímpica,9738.0,31664,30.75416877210713,Baja
LINEA 12,San Andrés Tomatlán,9394.823036324124,21580,43.5348611507142,Baja
LNIEA 4,San Andrés Tomatlán,7555.0,21580,35.00926784059315,Baja
L7,San Andrés Tomatlán,13400.0,21580,62.09453197405005,Media
LINEA B2,San Andrés Tomatlán,11666.0,21580,54.059314179796104,Media
LÍNEA 11,San Andrés Tomatlán,11688.0,21580,54.161260426320666,Media
LINÉA 3,San Andrés Tomatlán,6398.0,21580,29.64782205746061,Baja
LIENA 5,San Andrés Tomatlán,9269.0,21580,42.95180722891566,Baja
LÍNEA 12,San Andrés Tomatlán,5124.934426229508,21580,23.748537656299852,Baja
L1,Sevilla,28662.659995451446,66736,42.949322697571695,Baja
LÍNEA 11,Sevilla,22597.0,66736,33.860285303284584,Baja
LÍNEA 1,Sevilla,16592.987224157954,66736,24.863622668661524,Baja
LIENA 5,Sevilla,8046.0,66736,12.056461280268522,Baja
L-1,Sevilla,25328.333333333332,66736,37.953028849996,Baja
LINENA 1,Sevilla,15467.0,66736,23.176396547590507,Baja
LINÉA 3,Sevilla,24921.0,66736,37.34266362982498,Baja
LINEA B2,Sevilla,43497.0,66736,65.17771517621674,Media
L7,Sevilla,28467.0,66736,42.656137616878446,Baja
L1,Tacubaya,33942.06927854754,110276,30.779198808940784,Baja
L9,Tacubaya,50064.10363747206,110276,45.398911492502506,Baja
L7,Tacubaya,6294.704938020727,110276,5.70813680041054,Baja
L-7,Tacubaya,7546.833333333333,110276,6.843586395347431,Baja
LÍNEA 7,Tacubaya,3960.0551801801803,110276,3.5910399181872577,Baja
LINEA B2,Tacubaya,31891.0,110276,28.919257136638976,Baja
LÍNEA 1,Tacubaya,18996.05418138987,110276,17.225918768716557,Baja
LINEA  6,Tacubaya,35613.0,110276,32.29442489752984,Baja
L-1,Tacubaya,35268.857142857145,110276,31.982350777011447,Baja
L-9,Tacubaya,51169.42857142857,110276,46.401237414694556,Baja
LÍNEA 9,Tacubaya,39123.71118721461,110276,35.47799266133575,Baja
LNIEA 4,Tacubaya,14811.4,110276,13.431208966592912,Baja
LIENA 5,Tacubaya,28298.8,110276,25.661794044034963,Baja
LÍNEA 11,Tacubaya,32963.5,110276,29.891816895788747,Baja
LINENA 1,Tacubaya,31193.0,110276,28.28629982951866,Baja
LINÉA 3,Tacubaya,44934.0,110276,40.74685334977693,Baja
LINEA 12,Tláhuac,44762.19164218087,94544,47.345354165447695,Baja
LINEA  6,Tláhuac,47594.0,94544,50.340582162802505,Media
L7,Tláhuac,48378.0,94544,51.169825689625995,Media
LÍNEA 12,Tláhuac,26424.942148760332,94544,27.94988804023559,Baja
L5,Valle Gómez,4254.153006589786,12345,34.46053468278482,Baja
L-5,Valle Gómez,4346.2,12345,35.20615633859862,Baja
LINENA 1,Valle Gómez,3682.3333333333335,12345,29.828540569731338,Baja
LÍNEA 5,Valle Gómez,3207.2240373395566,12345,25.97994359934837,Baja
LINEA  6,Valle Gómez,3693.3333333333335,12345,29.91764547050088,Baja
LINÉA 3,Valle Gómez,4871.5,12345,39.4613203726205,Baja
LÍNEA 11,Valle Gómez,2540.6666666666665,12345,20.580531929256107,Baja
LINEA B2,Valle Gómez,4730.0,12345,38.315107330903196,Baja
L7,Valle Gómez,5346.0,12345,43.30498177399757,Baja
LNIEA 4,Valle Gómez,4550.0,12345,36.85702713649251,Baja
LIENA 5,Valle Gómez,3143.6666666666665,12345,25.46510058053193,Baja
LA,Agrícola Oriental,10292.636701030928,29752,34.594772455737186,Baja
LÍNEA A,Agrícola Oriental,8971.213379469435,29752,30.153311977243323,Baja
LIENA 5,Agrícola Oriental,9718.0,29752,32.66335036300081,Baja
L7,Agrícola Oriental,9714.0,29752,32.649905888679754,Baja
L-A,Agrícola Oriental,10009.0,29752,33.64143586985749,Baja
LNIEA 4,Agrícola Oriental,5609.5,29752,18.854194675988172,Baja
LINÉA 3,Agrícola Oriental,7077.75,29752,23.78915703146007,Baja
LÍNEA 11,Agrícola Oriental,9924.333333333334,29752,33.35686116339518,Baja
LINEA B2,Agrícola Oriental,10084.666666666666,29752,33.89576050909743,Baja
LINEA  6,Agrícola Oriental,5288.0,29752,17.77359505243345,Baja
L1,Balbuena,13239.530163385001,34856,37.98350402623652,Baja
LÍNEA 1,Balbuena,7248.005464480874,34856,20.794140074824632,Baja
L7,Balbuena,5848.0,34856,16.77759926554969,Baja
L-1,Balbuena,18631.5,34856,53.45277714023411,Media
LINEA B2,Balbuena,16456.0,34856,47.21138397980262,Baja
LÍNEA 11,Balbuena,14748.0,34856,42.31122331879734,Baja
LINENA 1,Balbuena,6216.0,34856,17.83337158595364,Baja
LINEA  6,Balbuena,7248.0,34856,20.79412439752123,Baja
LIENA 5,Balbuena,17069.0,34856,48.97004819830158,Baja
L9,Centro Médico,12861.285075233835,175271,7.337942429285984,Baja
L3,Centro Médico,19620.51447797716,175271,11.19438725058747,Baja
LIENA 5,Centro Médico,18782.0,175271,10.715976972802117,Baja
L-3,Centro Médico,15925.636363636364,175271,9.086292862844603,Baja
LÍNEA 9,Centro Médico,10901.399082568807,175271,6.219739193916168,Baja
LÍNEA 3,Centro Médico,12557.0058685446,175271,7.1643374366236285,Baja
L-9,Centro Médico,13914.0,175271,7.938563709912079,Baja
LINÉA 3,Centro Médico,12412.0,175271,7.08160505731125,Baja
LNIEA 4,Centro Médico,9640.666666666666,175271,5.500434565140077,Baja
LINENA 1,Centro Médico,16090.5,175271,9.180354993124933,Baja
LINEA  6,Centro Médico,20025.0,175271,11.425164459608265,Baja
LINEA B2,Centro Médico,13538.5,175271,7.724324046761871,Baja
LÍNEA 11,Centro Médico,21582.5,175271,12.31378836202224,Baja
L7,Centro Médico,19031.0,175271,10.858042688180019,Baja
L3,Coyoacán,24087.119415109668,53032,45.41997174368244,Baja
LINÉA 3,Coyoacán,15061.5,53032,28.40077688942525,Baja
L-3,Coyoacán,19578.6,53032,36.918464323427365,Baja
LNIEA 4,Coyoacán,17557.333333333332,53032,33.107054859958765,Baja
LÍNEA 3,Coyoacán,17698.211233211234,53032,33.372701827596984,Baja
LINENA 1,Coyoacán,25628.5,53032,48.326482124000606,Baja
LINEA  6,Coyoacán,16045.0,53032,30.255317544124306,Baja
L7,Coyoacán,23378.0,53032,44.08281792125509,Baja
LIENA 5,Coyoacán,20670.0,53032,38.976467038769044,Baja
LINEA 12,Culhuacán,12729.508691674291,22190,57.36596976869892,Media
LINENA 1,Culhuacán,13864.0,22190,62.4785939612438,Media
LÍNEA 11,Culhuacán,15495.5,22190,69.83100495718793,Media
L7,Culhuacán,10291.666666666666,22190,46.37975063842571,Baja
LÍNEA 12,Culhuacán,9599.479338842975,22190,43.26038458243792,Baja
LNIEA 4,Culhuacán,11616.0,22190,52.34790446146913,Media
LIENA 5,Culhuacán,6932.0,22190,31.2392969806219,Baja
LINEA 12,Ermita,8396.386809269163,42742,19.644347033992705,Baja
L2,Ermita,17073.54629061925,42742,39.94559517715421,Baja
LÍNEA 2,Ermita,12881.527972027972,42742,30.137869009470712,Baja
LIENA 5,Ermita,17277.666666666668,42742,40.42315910969695,Baja
L-2,Ermita,17193.444444444445,42742,40.22611118909842,Baja
LÍNEA 11,Ermita,15279.0,42742,35.74704038182584,Baja
LINEA B2,Ermita,15246.8,42742,35.67170464648355,Baja
LNIEA 4,Ermita,11145.4,42742,26.075990828693087,Baja
L7,Ermita,14065.5,42742,32.907912591830055,Baja
LINÉA 3,Ermita,14411.5,42742,33.71742080389313,Baja
LÍNEA 12,Ermita,5727.830039525692,42742,13.400940619357288,Baja
LINENA 1,Ermita,15440.666666666666,42742,36.1252788046106,Baja
L3,Etiopía/plaza De La Transparencia,27421.03458799593,65923,41.59555024497661,Baja
L7,Etiopía/plaza De La Transparencia,12517.0,65923,18.987303369082113,Baja
L-3,Etiopía/plaza De La Transparencia,32113.363636363636,65923,48.71344392148967,Baja
LÍNEA 3,Etiopía/plaza De La Transparencia,17080.067520372526,65923,25.90911748611642,Baja
LINÉA 3,Etiopía/plaza De La Transparencia,12055.0,65923,18.286485748524793,Baja
LIENA 5,Etiopía/plaza De La Transparencia,33227.0,65923,50.40274259363196,Media
LINEA  6,Etiopía/plaza De La Transparencia,26862.333333333332,65923,40.74804443568001,Baja
LINENA 1,Etiopía/plaza De La Transparencia,32351.0,65923,49.073919572834974,Baja
LNIEA 4,Etiopía/plaza De La Transparencia,21021.0,65923,31.887201735357916,Baja
LA,Guelatao,18667.05857142857,63939,29.19510560288489,Baja
LÍNEA A,Guelatao,13565.422598870056,63939,21.216194496113573,Baja
L-A,Guelatao,17890.0,63939,27.979793240432286,Baja
LINÉA 3,Guelatao,13870.5,63939,21.693332707737063,Baja
LINEA  6,Guelatao,22938.0,63939,35.874818186083616,Baja
LINENA 1,Guelatao,18121.5,63939,28.341857082531792,Baja
LNIEA 4,Guelatao,21889.0,63939,34.234191964215896,Baja
L7,Guelatao,21581.0,63939,33.7524828352023,Baja
LÍNEA 11,Guelatao,20711.0,63939,32.39181094480677,Baja
L5,Hangares,4849.3650497512435,12345,39.28201741394284,Baja
LÍNEA 5,Hangares,3696.27809307605,12345,29.941499336379508,Baja
LIENA 5,Hangares,4640.5,12345,37.590117456460106,Baja
L-5,Hangares,4497.833333333333,12345,36.43445389496422,Baja
LNIEA 4,Hangares,5459.0,12345,44.220332118266505,Baja
LÍNEA 11,Hangares,6248.5,12345,50.6156338598623,Media
LINÉA 3,Hangares,5849.0,12345,47.37950587282301,Baja
LINENA 1,Hangares,4339.0,12345,35.14783313082219,Baja
LINEA  6,Hangares,4658.0,12345,37.731875253138924,Baja
L7,Hangares,3105.0,12345,25.15188335358445,Baja
L3,Juárez,17277.639059304704,56696,30.474176413335513,Baja
LÍNEA 3,Juárez,10951.317330210773,56696,19.315855316443443,Baja
LINÉA 3,Juárez,18422.2,56696,32.49294482855933,Baja
L7,Juárez,14471.666666666666,56696,25.52502234137623,Baja
L-3,Juárez,23237.0,56696,40.98525469168901,Baja
LINEA B2,Juárez,11864.0,56696,20.92563849301538,Baja
LÍNEA 11,Juárez,15330.0,56696,27.03894454635248,Baja
LINENA 1,Juárez,21216.333333333332,56696,37.42121725224589,Baja
LNIEA 4,Juárez,8246.0,56696,14.544235924932977,Baja
L9,Lázaro Cárdenas,12066.71106094808,23033,52.38879460316972,Media
LÍNEA 9,Lázaro Cárdenas,9661.766055045871,23033,41.94749296681228,Baja
L-9,Lázaro Cárdenas,12880.166666666666,23033,55.920490889882636,Media
LNIEA 4,Lázaro Cárdenas,12477.0,23033,54.17010376416446,Media
LINÉA 3,Lázaro Cárdenas,7699.0,23033,33.42595406590544,Baja
LIENA 5,Lázaro Cárdenas,14484.0,23033,62.88368862067468,Media
LINEA  6,Lázaro Cárdenas,12444.0,23033,54.02683106846698,Media
LINENA 1,Lázaro Cárdenas,8603.0,23033,37.35075760864846,Baja
L7,Lázaro Cárdenas,12615.0,23033,54.76924412799028,Media
LINEA B2,Lázaro Cárdenas,11886.0,23033,51.60422003212781,Media
LB,Nezahualcóyotl,22201.593375330216,45957,48.309492297865866,Baja
L-B,Nezahualcóyotl,21490.1,45957,46.76132036468873,Baja
LIENA 5,Nezahualcóyotl,23967.8,45957,52.15266444720065,Media
LÍNEA B,Nezahualcóyotl,15138.334474885845,45957,32.940214711329816,Baja
LINEA B2,Nezahualcóyotl,29046.5,45957,63.2036468873077,Media
L7,Nezahualcóyotl,26626.0,45957,57.936766977827105,Media
LNIEA 4,Nezahualcóyotl,22425.5,45957,48.796701264225256,Baja
LÍNEA 11,Nezahualcóyotl,12642.0,45957,27.5083229975847,Baja
L2,Normal,33855.83312983313,64644,52.37273858336911,Media
LÍNEA 2,Normal,21999.589073634204,64644,34.03191181491586,Baja
LINÉA 3,Normal,36083.5,64644,55.81879215395087,Media
LIENA 5,Normal,35671.0,64644,55.180681888497,Media
L-2,Normal,35079.666666666664,64644,54.265928263515036,Media
LINEA B2,Normal,38659.833333333336,64644,59.804209722995694,Media
LINENA 1,Normal,26903.0,64644,41.61716477940722,Baja
LINEA  6,Normal,29589.0,64644,45.77222944124745,Baja
LNIEA 4,Normal,26286.333333333332,64644,40.663222160344866,Baja
LINEA 12,Parque De Los Venados,9090.064532520326,17994,50.51719757986176,Media
LÍNEA 11,Parque De Los Venados,11086.0,17994,61.60942536401023,Media
L7,Parque De Los Venados,11208.0,17994,62.28742914304768,Media
LINEA B2,Parque De Los Venados,9726.0,17994,54.051350450150046,Media
LINEA  6,Parque De Los Venados,12072.0,17994,67.08902967655885,Media
LÍNEA 12,Parque De Los Venados,5296.147410358566,17994,29.432852119365155,Baja
LINÉA 3,Parque De Los Venados,6331.0,17994,35.1839502056241,Baja
LINENA 1,Parque De Los Venados,9444.0,17994,52.48416138712905,Media
LB,Plaza Aragón,19530.87056198012,41748,46.78276938291683,Baja
LÍNEA B,Plaza Aragón,14177.316571428571,41748,33.95927127390191,Baja
LINEA B2,Plaza Aragón,19475.0,41748,46.648941266647505,Baja
L-B,Plaza Aragón,22206.166666666668,41748,53.190971224170426,Media
LINEA  6,Plaza Aragón,16814.5,41748,40.27618089489317,Baja
LIENA 5,Plaza Aragón,21435.75,41748,51.34557344064387,Media
LNIEA 4,Plaza Aragón,12939.0,41748,30.993101465938487,Baja
LINENA 1,Plaza Aragón,22646.0,41748,54.24451470729137,Media
LINÉA 3,Plaza Aragón,24183.5,41748,57.92732585992143,Media
L3,Potrero,18149.530591572122,45856,39.57940202279336,Baja
LÍNEA 3,Potrero,10752.36214953271,45856,23.448103082546908,Baja
L-3,Potrero,13685.75,45856,29.845058443824147,Baja
LIENA 5,Potrero,12791.333333333334,45856,27.89456850430333,Baja
LINEA  6,Potrero,14832.0,45856,32.34473133286811,Baja
LINENA 1,Potrero,13428.5,45856,29.28406315422191,Baja
L7,Potrero,17000.5,45856,37.07366538729937,Baja
L2,Revolución,27446.38439716312,55748,49.23294897962819,Baja
L-2,Revolución,26273.69230769231,55748,47.129389947069505,Baja
LINENA 1,Revolución,20324.4,55748,36.45763076702303,Baja
LÍNEA 2,Revolución,17756.682352941178,55748,31.851693967391075,Baja
LÍNEA 11,Revolución,34463.0,55748,61.81925808997632,Media
LNIEA 4,Revolución,32155.2,55748,57.67955801104973,Media
LIENA 5,Revolución,20715.5,55748,37.15918059840712,Baja
LINEA B2,Revolución,27416.0,55748,49.17844586352874,Baja
LINÉA 3,Revolución,21125.0,55748,37.89373609815599,Baja
LINEA  6,Revolución,18980.0,55748,34.04606443280476,Baja
LB,Río De Los Remedios,19618.715359609916,37241,52.68042039582696,Media
L7,Río De Los Remedios,19260.0,37241,51.717193415858866,Media
L-B,Río De Los Remedios,20884.7,37241,56.07985822077818,Media
LÍNEA B,Río De Los Remedios,14271.405963302752,37241,38.32175817862773,Baja
LINEA  6,Río De Los Remedios,16989.333333333332,37241,45.619970820690455,Baja
LNIEA 4,Río De Los Remedios,17298.0,37241,46.44880642302838,Baja
LÍNEA 11,Río De Los Remedios,25082.0,37241,67.35050079213771,Media
L8,San Juan De Letrán,26557.961688178653,70012,37.93344239298785,Baja
L-8,San Juan De Letrán,23834.833333333332,70012,34.04392580319564,Baja
LÍNEA 8,San Juan De Letrán,20879.609039548024,70012,29.82290041642579,Baja
L7,San Juan De Letrán,24712.0,70012,35.29680626178369,Baja
LÍNEA 11,San Juan De Letrán,22208.666666666668,70012,31.721228741739516,Baja
LINEA  6,San Juan De Letrán,18851.0,70012,26.925384219848027,Baja
LINÉA 3,San Juan De Letrán,20441.5,70012,29.197137633548536,Baja
LINEA B2,San Juan De Letrán,24251.0,70012,34.638347711820835,Baja
LINENA 1,San Juan De Letrán,23323.0,70012,33.312860652459584,Baja
LIENA 5,San Juan De Letrán,19225.0,70012,27.459578357995774,Baja
LA,Santa Marta,27762.8684155736,56174,49.42298646272938,Baja
LÍNEA A,Santa Marta,28108.802511415524,56174,50.03881246024054,Media
LINÉA 3,Santa Marta,29114.0,56174,51.82824794388863,Media
LÍNEA 11,Santa Marta,37050.0,56174,65.95578025421013,Media
L-A,Santa Marta,30550.0,56174,54.38459073592765,Media
LINEA B2,Santa Marta,19160.0,56174,34.10830633389112,Baja
LINEA  6,Santa Marta,23054.5,56174,41.041229038345136,Baja
LIENA 5,Santa Marta,23041.0,56174,41.01719656780717,Baja
L7,Santa Marta,37337.0,56174,66.46669277601738,Media
LA,Tepalcates,17885.435980551054,38751,46.15477272986775,Baja
LÍNEA 11,Tepalcates,16277.0,38751,42.00407731413383,Baja
LINENA 1,Tepalcates,6823.0,38751,17.607287553869575,Baja
LÍNEA A,Tepalcates,18206.84216589862,38751,46.98418664266372,Baja
L-A,Tepalcates,18236.14285714286,38751,47.05979937844923,Baja
LIENA 5,Tepalcates,11653.0,38751,30.071482026270292,Baja
L7,Tepalcates,7779.0,38751,20.07432066269258,Baja
LINEA  6,Tepalcates,18776.0,38751,48.4529431498542,Baja
LNIEA 4,Tepalcates,8952.0,38751,23.101339320275606,Baja
